t,src,dst,tx,rxOk,per,dist_m,v_src,v_dst,rssi_dbm,snr_db,phyN,cbr_tx,cbr_rx,cbr_global
23,veh0,veh2,10,0,1,1021.43,0,5.90252,nan,nan,0,0.04,0.108,0.074
23,veh0,veh1,10,6,0.4,591.007,0,7.69508,-77.899,9.91118,6,0.04,0.074,0.074
24,veh2,veh1,10,6,0.4,466.173,5.78692,7.42626,-75.0364,21.9399,6,0.109,0.084,0.078
24,veh2,veh0,10,3,0.7,1020.09,5.78692,0,-81.2004,15.7759,3,0.109,0.041,0.078
24,veh1,veh2,10,5,0.5,466.173,7.42626,5.78692,-77.3472,19.6291,5,0.084,0.109,0.078
24,veh1,veh0,10,7,0.3,597.601,7.42626,0,-77.3078,19.6684,7,0.084,0.041,0.078
24,veh0,veh2,10,1,0.9,1020.09,0,5.78692,-80.6148,8.51562,1,0.041,0.109,0.078
24,veh0,veh1,10,6,0.4,597.601,0,7.42626,-79.4198,5.08461,6,0.041,0.084,0.078
25,veh2,veh1,10,8,0.2,461.207,1.35225,7.32024,-76.8479,20.1284,8,0.103,0.075,0.0736667
25,veh2,veh0,10,1,0.9,1019.4,1.35225,0,-81.7893,15.187,1,0.103,0.043,0.0736667
25,veh1,veh2,10,7,0.3,461.207,7.32024,1.35225,-75.6286,21.3477,7,0.075,0.103,0.0736667
25,veh1,veh0,10,7,0.3,604.566,7.32024,0,-77.6384,19.3379,7,0.075,0.043,0.0736667
25,veh0,veh2,10,1,0.9,1019.4,0,1.35225,-80.3669,15.7211,1,0.043,0.103,0.0736667
25,veh0,veh1,10,3,0.7,604.566,0,7.32024,-77.7452,14.908,3,0.043,0.075,0.0736667
26,veh2,veh1,10,9,0.1,461.164,0,7.70835,-76.9889,19.9874,9,0.099,0.078,0.073
26,veh2,veh0,10,4,0.6,1019.38,0,0,-79.6976,17.2787,4,0.099,0.042,0.073
26,veh1,veh2,10,4,0.6,461.164,7.70835,0,-76.6474,20.3289,4,0.078,0.099,0.073
26,veh1,veh0,10,5,0.5,608.809,7.70835,0,-74.4803,22.496,5,0.078,0.042,0.073
26,veh0,veh2,10,0,1,1019.38,0,0,nan,nan,0,0.042,0.099,0.073
26,veh0,veh1,10,6,0.4,608.809,0,7.70835,-77.8354,14.0658,6,0.042,0.078,0.073
27,veh2,veh1,10,4,0.6,462.531,0,7.76498,-77.6012,19.3751,4,0.113,0.075,0.0753333
27,veh2,veh0,10,1,0.9,1019.38,0,0,-78.2036,18.7727,1,0.113,0.038,0.0753333
27,veh1,veh2,10,5,0.5,462.531,7.76498,0,-74.6908,22.2855,5,0.075,0.113,0.0753333
27,veh1,veh0,10,7,0.3,612.256,7.76498,0,-76.554,20.4223,7,0.075,0.038,0.0753333
27,veh0,veh2,10,1,0.9,1019.38,0,0,-81.2946,15.6817,1,0.038,0.113,0.0753333
27,veh0,veh1,10,5,0.5,612.256,0,7.76498,-77.3571,17.3796,5,0.038,0.075,0.0753333
28,veh3,veh2,10,6,0.4,512.621,1.6701,0,-77.9091,19.0672,6,0.095,0.112,0.083
28,veh3,veh1,10,8,0.2,53.4637,1.6701,7.77468,-61.4153,35.561,8,0.095,0.079,0.083
28,veh3,veh0,10,3,0.7,563.704,1.6701,2.21141,-73.0502,23.9261,3,0.095,0.046,0.083
28,veh2,veh3,10,5,0.5,512.621,0,1.6701,-77.7136,19.2627,5,0.112,0.095,0.083
28,veh2,veh1,10,8,0.2,464.022,0,7.77468,-77.8863,19.09,8,0.112,0.079,0.083
28,veh2,veh0,10,3,0.7,1018.89,0,2.21141,-80.3975,16.5788,3,0.112,0.046,0.083
28,veh1,veh3,10,8,0.2,53.4637,7.77468,1.6701,-62.9437,34.0326,8,0.079,0.095,0.083
28,veh1,veh2,10,4,0.6,464.022,7.77468,0,-78.6613,18.3149,4,0.079,0.112,0.083
28,veh1,veh0,10,7,0.3,615.654,7.77468,2.21141,-78.4533,18.523,7,0.079,0.046,0.083
28,veh0,veh3,10,5,0.5,563.704,2.21141,1.6701,-76.0835,12.0589,5,0.046,0.095,0.083
28,veh0,veh2,10,2,0.8,1018.89,2.21141,0,-80.51,8.60461,2,0.046,0.112,0.083
28,veh0,veh1,10,5,0.5,615.654,2.21141,7.77468,-76.7874,10.9098,5,0.046,0.079,0.083
29,veh3,veh2,10,5,0.5,513.071,3.79885,0,-76.7873,20.189,5,0.081,0.109,0.08375
29,veh3,veh1,10,10,0,54.903,3.79885,7.76088,-58.5427,38.4335,10,0.081,0.09,0.08375
29,veh3,veh0,10,7,0.3,564.567,3.79885,4.1955,-77.0534,19.9229,7,0.081,0.055,0.08375
29,veh2,veh3,10,5,0.5,513.071,0,3.79885,-76.6514,20.3248,5,0.109,0.081,0.08375
29,veh2,veh1,10,9,0.1,465.642,0,7.76088,-77.2259,19.7504,9,0.109,0.09,0.08375
29,veh2,veh0,10,0,1,1017.39,0,4.1955,nan,nan,0,0.109,0.055,0.08375
29,veh1,veh3,10,10,0,54.903,7.76088,3.79885,-60.1214,36.8549,10,0.09,0.081,0.08375
29,veh1,veh2,10,5,0.5,465.642,7.76088,0,-75.952,21.0243,5,0.09,0.109,0.08375
29,veh1,veh0,10,4,0.6,618.727,7.76088,4.1955,-76.4859,20.4904,4,0.09,0.055,0.08375
29,veh0,veh3,10,6,0.4,564.567,4.1955,3.79885,-77.779,16.2153,6,0.055,0.081,0.08375
29,veh0,veh2,10,1,0.9,1017.39,4.1955,0,-81.9003,1.51555,1,0.055,0.109,0.08375
29,veh0,veh1,10,4,0.6,618.727,4.1955,7.76088,-77.3402,11.0349,4,0.055,0.09,0.08375
30,veh3,veh2,10,7,0.3,513.869,5.62386,0,-76.4177,20.5586,7,0.075,0.116,0.084
30,veh3,veh1,10,10,0,55.9551,5.62386,7.79649,-59.1555,37.8208,10,0.075,0.094,0.084
30,veh3,veh0,10,9,0.1,566.204,5.62386,6.12452,-78.2506,18.7256,9,0.075,0.051,0.084
30,veh2,veh3,10,7,0.3,513.869,0,5.62386,-77.6742,19.3021,7,0.116,0.075,0.084
30,veh2,veh1,10,7,0.3,467.379,0,7.79649,-75.0296,21.9466,7,0.116,0.094,0.084
30,veh2,veh0,10,0,1,1015.01,0,6.12452,nan,nan,0,0.116,0.051,0.084
30,veh1,veh3,10,9,0.1,55.9551,7.79649,5.62386,-58.6821,38.2942,9,0.094,0.075,0.084
30,veh1,veh2,10,7,0.3,467.379,7.79649,0,-74.0665,22.9098,7,0.094,0.116,0.084
30,veh1,veh0,10,4,0.6,621.665,7.79649,6.12452,-77.5473,19.429,4,0.094,0.051,0.084
30,veh0,veh3,10,3,0.7,566.204,6.12452,5.62386,-77.1651,9.46778,3,0.051,0.075,0.084
30,veh0,veh2,10,1,0.9,1015.01,6.12452,0,-81.6617,7.36625,1,0.051,0.116,0.084
30,veh0,veh1,10,6,0.4,621.665,6.12452,7.79649,-77.4893,9.06519,6,0.051,0.094,0.084
31,veh3,veh2,10,8,0.2,515.058,7.61077,0,-77.3523,19.624,8,0.074,0.104,0.08025
31,veh3,veh1,10,10,0,56.3653,7.61077,7.80695,-60.6866,36.2896,10,0.074,0.092,0.08025
31,veh3,veh0,10,5,0.5,568.236,7.61077,8.4233,-79.5457,17.4306,5,0.074,0.051,0.08025
31,veh2,veh3,10,6,0.4,515.058,0,7.61077,-77.7766,19.1997,6,0.104,0.074,0.08025
31,veh2,veh1,10,8,0.2,469.242,0,7.80695,-76.7635,20.2128,8,0.104,0.092,0.08025
31,veh2,veh0,10,2,0.8,1011.29,0,8.4233,-79.0825,17.8938,2,0.104,0.051,0.08025
31,veh1,veh3,10,9,0.1,56.3653,7.80695,7.61077,-58.96,38.0163,9,0.092,0.074,0.08025
31,veh1,veh2,10,8,0.2,469.242,7.80695,0,-77.4655,19.5108,8,0.092,0.104,0.08025
31,veh1,veh0,10,3,0.7,624.062,7.80695,8.4233,-80.3952,16.5811,3,0.092,0.051,0.08025
31,veh0,veh3,10,4,0.6,568.236,8.4233,7.61077,-79.2089,6.1642,4,0.051,0.074,0.08025
31,veh0,veh2,10,1,0.9,1011.29,8.4233,0,-76.5884,5.57691,1,0.051,0.104,0.08025
31,veh0,veh1,10,4,0.6,624.062,8.4233,7.80695,-75.9487,10.7484,4,0.051,0.092,0.08025
32,veh3,veh2,10,4,0.6,516.673,8.89596,0,-77.64,19.3363,4,0.087,0.106,0.08325
32,veh3,veh1,10,10,0,56.1105,8.89596,7.71713,-61.2007,35.7756,10,0.087,0.099,0.08325
32,veh3,veh0,10,8,0.2,569.651,8.89596,7.10265,-77.4886,19.4877,8,0.087,0.041,0.08325
32,veh2,veh3,10,7,0.3,516.673,0,8.89596,-77.0527,19.9235,7,0.106,0.087,0.08325
32,veh2,veh1,10,8,0.2,471.228,0,7.71713,-78.3908,18.5855,8,0.106,0.099,0.08325
32,veh2,veh0,10,3,0.7,1006.06,0,7.10265,-80.0392,16.9371,3,0.106,0.041,0.08325
32,veh1,veh3,10,9,0.1,56.1105,7.71713,8.89596,-61.732,35.2443,9,0.099,0.087,0.08325
32,veh1,veh2,10,3,0.7,471.228,7.71713,0,-73.3234,23.6529,3,0.099,0.106,0.08325
32,veh1,veh0,10,7,0.3,624.932,7.71713,7.10265,-76.6829,20.2934,7,0.099,0.041,0.08325
32,veh0,veh3,10,1,0.9,569.651,7.10265,8.89596,-75.9448,7.34686,1,0.041,0.087,0.08325
32,veh0,veh2,10,2,0.8,1006.06,7.10265,0,-78.3593,6.8459,2,0.041,0.106,0.08325
32,veh0,veh1,10,3,0.7,624.932,7.10265,7.71713,-76.4243,15.4343,3,0.041,0.099,0.08325
33,veh3,veh2,10,5,0.5,518.53,8.91054,0,-76.8618,20.1144,5,0.08,0.105,0.0825
33,veh3,veh1,10,10,0,55.6831,8.91054,7.72579,-58.7696,38.2067,10,0.08,0.095,0.0825
33,veh3,veh0,10,6,0.4,568.827,8.91054,9.29916,-76.8581,20.1182,6,0.08,0.05,0.0825
33,veh2,veh3,10,5,0.5,518.53,0,8.91054,-76.5704,20.4059,5,0.105,0.08,0.0825
33,veh2,veh1,10,6,0.4,473.309,0,7.72579,-76.4688,20.5075,6,0.105,0.095,0.0825
33,veh2,veh0,10,2,0.8,998.581,0,9.29916,-77.8338,19.1425,2,0.105,0.05,0.0825
33,veh1,veh3,10,10,0,55.6831,7.72579,8.91054,-59.3511,37.6252,10,0.095,0.08,0.0825
33,veh1,veh2,10,2,0.8,473.309,7.72579,0,-73.2643,23.712,2,0.095,0.105,0.0825
33,veh1,veh0,10,3,0.7,623.245,7.72579,9.29916,-79.1127,17.8635,3,0.095,0.05,0.0825
33,veh0,veh3,10,7,0.3,568.827,9.29916,8.91054,-77.3679,13.3671,7,0.05,0.08,0.0825
33,veh0,veh2,10,0,1,998.581,9.29916,0,nan,nan,0,0.05,0.105,0.0825
33,veh0,veh1,10,5,0.5,623.245,9.29916,7.72579,-78.5159,14.5167,5,0.05,0.095,0.0825
34,veh3,veh2,10,7,0.3,520.537,8.94962,0,-77.0762,19.9001,7,0.079,0.111,0.08025
34,veh3,veh1,10,10,0,55.2841,8.94962,7.79913,-57.2351,39.7412,10,0.079,0.083,0.08025
34,veh3,veh0,10,5,0.5,564.446,8.94962,11.1243,-78.4897,18.4866,5,0.079,0.048,0.08025
34,veh2,veh3,10,7,0.3,520.537,0,8.94962,-77.2619,19.7143,7,0.111,0.079,0.08025
34,veh2,veh1,10,8,0.2,475.495,0,7.79913,-76.0672,20.9091,8,0.111,0.083,0.08025
34,veh2,veh0,10,1,0.9,988.543,0,11.1243,-81.6926,15.2837,1,0.111,0.048,0.08025
34,veh1,veh3,10,10,0,55.2841,7.79913,8.94962,-61.9387,35.0376,10,0.083,0.079,0.08025
34,veh1,veh2,10,4,0.6,475.495,7.79913,0,-78.7327,18.2436,4,0.083,0.111,0.08025
34,veh1,veh0,10,6,0.4,617.991,7.79913,11.1243,-78.0581,18.9182,6,0.083,0.048,0.08025
34,veh0,veh3,10,6,0.4,564.446,11.1243,8.94962,-77.1373,10.8188,6,0.048,0.079,0.08025
34,veh0,veh2,10,0,1,988.543,11.1243,0,nan,nan,0,0.048,0.111,0.08025
34,veh0,veh1,10,6,0.4,617.991,11.1243,7.79913,-77.364,14.5261,6,0.048,0.083,0.08025
35,veh3,veh2,10,5,0.5,522.658,8.94161,0,-79.1692,17.8071,5,0.086,0.106,0.08225
35,veh3,veh1,10,10,0,54.8986,8.94161,6.16204,-58.65,38.3263,10,0.086,0.093,0.08225
35,veh3,veh0,10,5,0.5,557.738,8.94161,12.8721,-75.9887,20.9876,5,0.086,0.044,0.08225
35,veh2,veh3,10,8,0.2,522.658,0,8.94161,-77.1169,19.8594,8,0.106,0.086,0.08225
35,veh2,veh1,10,8,0.2,477.125,0,6.16204,-76.966,20.0103,8,0.106,0.093,0.08225
35,veh2,veh0,10,0,1,977.312,0,12.8721,nan,nan,0,0.106,0.044,0.08225
35,veh1,veh3,10,9,0.1,54.8986,6.16204,8.94161,-60.8042,36.1721,9,0.093,0.086,0.08225
35,veh1,veh2,10,5,0.5,477.125,6.16204,0,-75.2647,21.7116,5,0.093,0.106,0.08225
35,veh1,veh0,10,5,0.5,610.118,6.16204,12.8721,-76.8156,20.1606,5,0.093,0.044,0.08225
35,veh0,veh3,10,3,0.7,557.738,12.8721,8.94161,-74.5677,11.1088,3,0.044,0.086,0.08225
35,veh0,veh2,10,2,0.8,977.312,12.8721,0,-77.8379,9.97317,2,0.044,0.106,0.08225
35,veh0,veh1,10,2,0.8,610.118,12.8721,6.16204,-77.9291,8.17417,2,0.044,0.093,0.08225
36,veh3,veh2,10,8,0.2,524.9,8.96091,0,-78.3336,18.6427,8,0.076,0.112,0.0835
36,veh3,veh1,10,10,0,58.0951,8.96091,6.10975,-60.1241,36.8522,10,0.076,0.093,0.0835
36,veh3,veh0,10,8,0.2,549.27,8.96091,14.6706,-76.9087,20.0676,8,0.076,0.053,0.0835
36,veh2,veh3,10,6,0.4,524.9,0,8.96091,-77.8566,19.1197,6,0.112,0.076,0.0835
36,veh2,veh1,10,8,0.2,473.496,0,6.10975,-77.0177,19.9586,8,0.112,0.093,0.0835
36,veh2,veh0,10,2,0.8,964.728,0,14.6706,-76.9,20.0763,2,0.112,0.053,0.0835
36,veh1,veh3,10,9,0.1,58.0951,6.10975,8.96091,-60.0339,36.9424,9,0.093,0.076,0.0835
36,veh1,veh2,10,6,0.4,473.496,6.10975,0,-79.1902,17.7861,6,0.093,0.112,0.0835
36,veh1,veh0,10,5,0.5,602.05,6.10975,14.6706,-77.6854,19.2908,5,0.093,0.053,0.0835
36,veh0,veh3,10,4,0.6,549.27,14.6706,8.96091,-78.188,14.4444,4,0.053,0.076,0.0835
36,veh0,veh2,10,1,0.9,964.728,14.6706,0,-81.1823,11.0114,1,0.053,0.112,0.0835
36,veh0,veh1,10,3,0.7,602.05,14.6706,6.10975,-79.3322,8.54317,3,0.053,0.093,0.0835
37,veh3,veh4,10,3,0.7,693.682,9.01573,1.63192,-79.6524,17.3239,3,0.086,0.107,0.087
37,veh3,veh2,10,7,0.3,527.279,9.01573,0,-76.77,20.2063,7,0.086,0.109,0.087
37,veh3,veh1,10,10,0,64.0101,9.01573,7.77059,-57.2149,39.7614,10,0.086,0.092,0.087
37,veh3,veh0,10,3,0.7,540.091,9.01573,14.7042,-78.586,18.3903,3,0.086,0.041,0.087
37,veh4,veh3,10,4,0.6,693.682,1.63192,9.01573,-76.4662,12.8501,4,0.107,0.086,0.087
37,veh4,veh2,10,8,0.2,326.814,1.63192,0,-73.9356,13.071,8,0.107,0.109,0.087
37,veh4,veh1,10,6,0.4,651.096,1.63192,7.77059,-78.7051,11.0749,6,0.107,0.092,0.087
37,veh4,veh0,10,1,0.9,944.818,1.63192,14.7042,-79.3879,12.1398,1,0.107,0.041,0.087
37,veh2,veh3,10,7,0.3,527.279,0,9.01573,-77.0813,19.895,7,0.109,0.086,0.087
37,veh2,veh4,10,8,0.2,326.814,0,1.63192,-74.3768,22.5995,8,0.109,0.107,0.087
37,veh2,veh1,10,7,0.3,467.385,0,7.77059,-75.4805,21.4958,7,0.109,0.092,0.087
37,veh2,veh0,10,3,0.7,951.444,0,14.7042,-78.9149,18.0614,3,0.109,0.041,0.087
37,veh1,veh3,10,9,0.1,64.0101,7.77059,9.01573,-61.6896,35.2867,9,0.092,0.086,0.087
37,veh1,veh4,10,7,0.3,651.096,7.77059,1.63192,-78.7006,18.2756,7,0.092,0.107,0.087
37,veh1,veh2,10,4,0.6,467.385,7.77059,0,-77.6756,19.3007,4,0.092,0.109,0.087
37,veh1,veh0,10,6,0.4,593.945,7.77059,14.7042,-78.4445,18.5318,6,0.092,0.041,0.087
37,veh0,veh3,10,4,0.6,540.091,14.7042,9.01573,-76.8374,5.67805,4,0.041,0.086,0.087
37,veh0,veh4,10,0,1,944.818,14.7042,1.63192,nan,nan,0,0.041,0.107,0.087
37,veh0,veh2,10,1,0.9,951.444,14.7042,0,-76.8462,10.6747,1,0.041,0.109,0.087
37,veh0,veh1,10,4,0.6,593.945,14.7042,7.77059,-76.4741,7.11012,4,0.041,0.092,0.087
38,veh3,veh4,10,3,0.7,697.825,8.90028,3.60842,-76.879,20.0973,3,0.079,0.087,0.0846
38,veh3,veh2,10,6,0.4,529.789,8.90028,0,-78.1033,18.873,6,0.079,0.107,0.0846
38,veh3,veh1,10,10,0,71.4359,8.90028,7.71633,-61.8967,35.0796,10,0.079,0.092,0.0846
38,veh3,veh0,10,5,0.5,530.99,8.90028,14.6466,-76.2903,20.686,5,0.079,0.058,0.0846
38,veh4,veh3,10,4,0.6,697.825,3.60842,8.90028,-79.4343,7.42547,4,0.087,0.079,0.0846
38,veh4,veh2,10,5,0.5,324.057,3.60842,0,-73.7756,12.7505,5,0.087,0.107,0.0846
38,veh4,veh1,10,2,0.8,645.377,3.60842,7.71633,-78.4565,9.99626,2,0.087,0.092,0.0846
38,veh4,veh0,10,1,0.9,934.003,3.60842,14.6466,-76.5653,18.2534,1,0.087,0.058,0.0846
38,veh2,veh3,10,8,0.2,529.789,0,8.90028,-76.9763,20,8,0.107,0.079,0.0846
38,veh2,veh4,10,9,0.1,324.057,0,3.60842,-75.545,21.4313,9,0.107,0.087,0.0846
38,veh2,veh1,10,8,0.2,460.936,0,7.71633,-76.8727,20.1036,8,0.107,0.092,0.0846
38,veh2,veh0,10,3,0.7,938.199,0,14.6466,-78.7673,18.209,3,0.107,0.058,0.0846
38,veh1,veh3,10,10,0,71.4359,7.71633,8.90028,-63.4437,33.5326,10,0.092,0.079,0.0846
38,veh1,veh4,10,2,0.8,645.377,7.71633,3.60842,-75.2715,21.7047,2,0.092,0.087,0.0846
38,veh1,veh2,10,3,0.7,460.936,7.71633,0,-75.6313,21.345,3,0.092,0.107,0.0846
38,veh1,veh0,10,6,0.4,586.596,7.71633,14.6466,-78.4338,18.5425,6,0.092,0.058,0.0846
38,veh0,veh3,10,5,0.5,530.99,14.6466,8.90028,-77.1609,11.7257,5,0.058,0.079,0.0846
38,veh0,veh4,10,1,0.9,934.003,14.6466,3.60842,-78.4703,5.53814,1,0.058,0.087,0.0846
38,veh0,veh2,10,1,0.9,938.199,14.6466,0,-76.5878,20.3885,1,0.058,0.107,0.0846
38,veh0,veh1,10,4,0.6,586.596,14.6466,7.71633,-76.0686,8.57172,4,0.058,0.092,0.0846
39,veh3,veh4,10,3,0.7,700.692,8.92177,5.36832,-80.3081,16.6682,3,0.091,0.09,0.0874
39,veh3,veh2,10,7,0.3,532.446,8.92177,0,-75.7629,21.2133,7,0.091,0.12,0.0874
39,veh3,veh1,10,10,0,79.5097,8.92177,7.71413,-63.6371,33.3392,10,0.091,0.086,0.0874
39,veh3,veh0,10,8,0.2,522.005,8.92177,14.622,-75.1329,21.8434,8,0.091,0.05,0.0874
39,veh4,veh3,10,3,0.7,700.692,5.36832,8.92177,-76.3712,9.99802,3,0.09,0.091,0.0874
39,veh4,veh2,10,5,0.5,319.441,5.36832,0,-71.3374,11.2382,5,0.09,0.12,0.0874
39,veh4,veh1,10,3,0.7,638.271,5.36832,7.71413,-76.5123,9.0434,3,0.09,0.086,0.0874
39,veh4,veh0,10,3,0.7,922.893,5.36832,14.622,-80.0146,13.431,3,0.09,0.05,0.0874
39,veh2,veh3,10,8,0.2,532.446,0,8.92177,-76.8125,20.1638,8,0.12,0.091,0.0874
39,veh2,veh4,10,7,0.3,319.441,0,5.36832,-74.5491,22.4271,7,0.12,0.09,0.0874
39,veh2,veh1,10,5,0.5,454.506,0,7.71413,-77.0889,19.8874,5,0.12,0.086,0.0874
39,veh2,veh0,10,2,0.8,924.996,0,14.622,-79.8444,17.1319,2,0.12,0.05,0.0874
39,veh1,veh3,10,8,0.2,79.5097,7.71413,8.92177,-62.1753,34.801,8,0.086,0.091,0.0874
39,veh1,veh4,10,3,0.7,638.271,7.71413,5.36832,-78.8405,18.1358,3,0.086,0.09,0.0874
39,veh1,veh2,10,5,0.5,454.506,7.71413,0,-77.1598,19.8165,5,0.086,0.12,0.0874
39,veh1,veh0,10,6,0.4,579.286,7.71413,14.622,-77.3083,19.668,6,0.086,0.05,0.0874
39,veh0,veh3,10,6,0.4,522.005,14.622,8.92177,-74.7643,13.2859,6,0.05,0.091,0.0874
39,veh0,veh4,10,2,0.8,922.893,14.622,5.36832,-78.3423,18.634,2,0.05,0.09,0.0874
39,veh0,veh2,10,1,0.9,924.996,14.622,0,-78.3782,18.598,1,0.05,0.12,0.0874
39,veh0,veh1,10,6,0.4,579.286,14.622,7.71413,-77.9144,10.3876,6,0.05,0.086,0.0874
40,veh3,veh4,10,5,0.5,702.531,8.9098,7.19868,-79.6818,17.2945,5,0.083,0.098,0.088
40,veh3,veh2,10,9,0.1,535.235,8.9098,0,-77.0904,19.8859,9,0.083,0.111,0.088
40,veh3,veh1,10,10,0,88.0144,8.9098,7.75113,-62.2898,34.6865,10,0.083,0.09,0.088
40,veh3,veh0,10,6,0.4,513.484,8.9098,14.6627,-77.9449,19.0314,6,0.083,0.058,0.088
40,veh4,veh3,10,6,0.4,702.531,7.19868,8.9098,-78.7598,11.5743,6,0.098,0.083,0.088
40,veh4,veh2,10,7,0.3,313.062,7.19868,0,-73.036,17.488,7,0.098,0.111,0.088
40,veh4,veh1,10,4,0.6,630.048,7.19868,7.75113,-78.0179,8.11847,4,0.098,0.09,0.088
40,veh4,veh0,10,2,0.8,910.956,7.19868,14.6627,-79.855,9.69493,2,0.098,0.058,0.088
40,veh2,veh3,10,4,0.6,535.235,0,8.9098,-78.0076,18.9687,4,0.111,0.083,0.088
