t,src,dst,tx,rxOk,per,dist_m,v_src,v_dst,rssi_dbm,snr_db,phyN,cbr_tx,cbr_rx,cbr_global
165,veh15,veh2,10,7,0.3,431.675,7.65744,8.29201,-74.0288,22.9475,7,0.14,0.14,0.136938
165,veh15,veh3,10,8,0.2,180.451,7.65744,0,-69.9921,26.9841,8,0.14,0.135,0.136938
165,veh15,veh5,10,10,0,74.7098,7.65744,11.4278,-60.2798,36.6965,10,0.14,0.145,0.136938
165,veh15,veh12,10,7,0.3,297,7.65744,0,-74.7754,22.2009,7,0.14,0.149,0.136938
165,veh15,veh6,10,4,0.6,506.932,7.65744,8.66535,-76.554,20.4223,4,0.14,0.139,0.136938
165,veh15,veh7,10,10,0,207.75,7.65744,12.1896,-69.755,27.2213,10,0.14,0.147,0.136938
165,veh15,veh1,10,7,0.3,305.579,7.65744,0,-71.7104,25.2659,7,0.14,0.137,0.136938
165,veh15,veh9,10,9,0.1,110.048,7.65744,8.00959,-68.0982,28.878,9,0.14,0.139,0.136938
165,veh15,veh11,10,10,0,509.767,7.65744,0,-76.4195,20.5568,10,0.14,0.124,0.136938
165,veh15,veh13,10,5,0.5,803.57,7.65744,9.23441,-80.2558,16.7205,5,0.14,0.089,0.136938
165,veh15,veh17,10,10,0,11.6186,7.65744,7.84052,-46.8989,50.0774,10,0.14,0.148,0.136938
165,veh15,veh14,10,7,0.3,267.352,7.65744,12.3957,-73.7662,23.21,7,0.14,0.144,0.136938
165,veh18,veh16,10,4,0.6,755.449,4.27265,7.24194,-79.8003,17.176,4,0.122,0.15,0.136938
165,veh18,veh15,10,5,0.5,526.089,4.27265,7.65744,-76.839,20.1373,5,0.122,0.14,0.136938
165,veh18,veh10,10,7,0.3,378.088,4.27265,8.98391,-76.035,20.9413,7,0.122,0.143,0.136938
165,veh18,veh2,10,1,0.9,953.534,4.27265,8.29201,-76.1137,20.8626,1,0.122,0.14,0.136938
165,veh18,veh3,10,3,0.7,594.268,4.27265,0,-76.9771,19.9992,3,0.122,0.135,0.136938
165,veh18,veh5,10,7,0.3,597.639,4.27265,11.4278,-78.8856,18.0907,7,0.122,0.145,0.136938
165,veh18,veh12,10,2,0.8,815.476,4.27265,0,-78.4272,18.5491,2,0.122,0.149,0.136938
165,veh18,veh6,10,2,0.8,1028.68,4.27265,8.66535,-79.5945,17.3818,2,0.122,0.139,0.136938
165,veh18,veh7,10,5,0.5,687.958,4.27265,12.1896,-78.6643,18.312,5,0.122,0.147,0.136938
165,veh18,veh1,10,5,0.5,790.545,4.27265,0,-76.6547,20.3216,5,0.122,0.137,0.136938
165,veh18,veh9,10,6,0.4,602.015,4.27265,8.00959,-78.3727,18.6036,6,0.122,0.139,0.136938
165,veh18,veh11,10,5,0.5,549.238,4.27265,0,-76.7998,20.1765,5,0.122,0.124,0.136938
165,veh18,veh13,10,7,0.3,283.59,4.27265,9.23441,-73.4173,23.559,7,0.122,0.089,0.136938
165,veh18,veh17,10,6,0.4,514.753,4.27265,7.84052,-75.9359,21.0404,6,0.122,0.148,0.136938
165,veh18,veh14,10,6,0.4,792.619,4.27265,12.3957,-78.9504,18.0259,6,0.122,0.144,0.136938
165,veh10,veh16,10,7,0.3,378.007,8.98391,7.24194,-76.3881,20.5882,7,0.143,0.15,0.136938
165,veh10,veh15,10,9,0.1,196.358,8.98391,7.65744,-71.1907,25.7856,9,0.143,0.14,0.136938
165,veh10,veh18,10,6,0.4,378.088,8.98391,4.27265,-76.3069,20.6694,6,0.143,0.122,0.136938
165,veh10,veh2,10,6,0.4,588.446,8.98391,8.29201,-77.7487,19.2276,6,0.143,0.14,0.136938
165,veh10,veh3,10,6,0.4,350.396,8.98391,0,-75.2819,21.6944,6,0.143,0.135,0.136938
165,veh10,veh5,10,9,0.1,249.957,8.98391,11.4278,-72.8931,24.0832,9,0.143,0.145,0.136938
165,veh10,veh12,10,7,0.3,449.676,8.98391,0,-78.0244,18.9519,7,0.143,0.149,0.136938
165,veh10,veh6,10,3,0.7,662.433,8.98391,8.66535,-75.0351,21.9412,3,0.143,0.139,0.136938
165,veh10,veh7,10,6,0.4,401.899,8.98391,12.1896,-76.2228,20.7534,6,0.143,0.147,0.136938
165,veh10,veh1,10,9,0.1,501.628,8.98391,0,-77.4658,19.5104,9,0.143,0.137,0.136938
165,veh10,veh9,10,7,0.3,234.875,8.98391,8.00959,-72.7455,24.2308,7,0.143,0.139,0.136938
165,veh10,veh11,10,6,0.4,569.61,8.98391,0,-76.9236,20.0527,6,0.143,0.124,0.136938
165,veh10,veh13,10,4,0.6,637.501,8.98391,9.23441,-79.0144,17.9618,4,0.143,0.089,0.136938
165,veh10,veh17,10,10,0,188.47,8.98391,7.84052,-71.2851,25.6912,10,0.143,0.148,0.136938
165,veh10,veh14,10,4,0.6,450.325,8.98391,12.3957,-78.0014,18.9749,4,0.143,0.144,0.136938
165,veh2,veh16,10,10,0,241.946,8.29201,7.24194,-72.8816,24.0947,10,0.14,0.15,0.136938
165,veh2,veh15,10,7,0.3,431.675,8.29201,7.65744,-77.3696,19.6067,7,0.14,0.14,0.136938
165,veh2,veh18,10,3,0.7,953.534,8.29201,4.27265,-79.3695,17.6067,3,0.14,0.122,0.136938
165,veh2,veh10,10,8,0.2,588.446,8.29201,8.98391,-77.7923,19.184,8,0.14,0.143,0.136938
165,veh2,veh3,10,3,0.7,460.499,8.29201,0,-74.4203,22.556,3,0.14,0.135,0.136938
165,veh2,veh5,10,7,0.3,357.643,8.29201,11.4278,-76.7128,20.2635,7,0.14,0.145,0.136938
165,veh2,veh12,10,8,0.2,138.862,8.29201,0,-64.7578,32.2185,8,0.14,0.149,0.136938
165,veh2,veh6,10,10,0,75.3003,8.29201,8.66535,-61.8558,35.1205,10,0.14,0.139,0.136938
165,veh2,veh7,10,9,0.1,360.436,8.29201,12.1896,-75.563,21.4132,9,0.14,0.147,0.136938
165,veh2,veh1,10,6,0.4,323.388,8.29201,0,-74.6797,22.2966,6,0.14,0.137,0.136938
165,veh2,veh9,10,7,0.3,354.118,8.29201,8.00959,-73.936,23.0403,7,0.14,0.139,0.136938
165,veh2,veh11,10,4,0.6,842.548,8.29201,0,-78.9,18.0763,4,0.14,0.124,0.136938
165,veh2,veh13,10,0,1,1224.34,8.29201,9.23441,nan,nan,0,0.14,0.089,0.136938
165,veh2,veh17,10,4,0.6,443.288,8.29201,7.84052,-78.0508,18.9255,4,0.14,0.148,0.136938
165,veh2,veh14,10,10,0,190.605,8.29201,12.3957,-72.27,24.7063,10,0.14,0.144,0.136938
165,veh3,veh16,10,6,0.4,397.359,0,7.24194,-77.3746,19.6016,6,0.135,0.15,0.136938
165,veh3,veh15,10,8,0.2,180.451,0,7.65744,-70.0833,26.893,8,0.135,0.14,0.136938
165,veh3,veh18,10,5,0.5,594.268,0,4.27265,-76.8091,20.1672,5,0.135,0.122,0.136938
165,veh3,veh10,10,6,0.4,350.396,0,8.98391,-75.57,21.4063,6,0.135,0.143,0.136938
165,veh3,veh2,10,6,0.4,460.499,0,8.29201,-77.9944,18.9819,6,0.135,0.14,0.136938
165,veh3,veh5,10,7,0.3,200.661,0,11.4278,-68.85,28.1263,7,0.135,0.145,0.136938
165,veh3,veh12,10,10,0,355.237,0,0,-76.0595,20.9168,10,0.135,0.149,0.136938
165,veh3,veh6,10,5,0.5,529.633,0,8.66535,-77.4536,19.5227,5,0.135,0.139,0.136938
165,veh3,veh7,10,10,0,107.683,0,12.1896,-67.0361,29.9401,10,0.135,0.147,0.136938
165,veh3,veh1,10,8,0.2,200.817,0,0,-70.4279,26.5483,8,0.135,0.137,0.136938
165,veh3,veh9,10,9,0.1,262.106,0,8.00959,-75.932,21.0443,9,0.135,0.139,0.136938
165,veh3,veh11,10,6,0.4,387.44,0,0,-75.5902,21.3861,6,0.135,0.124,0.136938
165,veh3,veh13,10,3,0.7,877.687,0,9.23441,-78.2325,18.7438,3,0.135,0.089,0.136938
165,veh3,veh17,10,10,0,180.989,0,7.84052,-71.8708,25.1055,10,0.135,0.148,0.136938
165,veh3,veh14,10,7,0.3,269.897,0,12.3957,-72.3726,24.6037,7,0.135,0.144,0.136938
165,veh5,veh16,10,2,0.8,211.817,11.4278,7.24194,-65.9262,31.0501,2,0.145,0.15,0.136938
165,veh5,veh15,10,9,0.1,74.7098,11.4278,7.65744,-59.3101,16.4627,9,0.145,0.14,0.136938
165,veh5,veh18,10,3,0.7,597.639,11.4278,4.27265,-77.4949,7.3855,3,0.145,0.122,0.136938
165,veh5,veh10,10,9,0.1,249.957,11.4278,8.98391,-71.1069,11.3952,9,0.145,0.143,0.136938
165,veh5,veh2,10,1,0.9,357.643,11.4278,8.29201,-80.4181,16.5581,1,0.145,0.14,0.136938
165,veh5,veh3,10,5,0.5,200.661,11.4278,0,-67.0434,11.1263,5,0.145,0.135,0.136938
165,veh5,veh12,10,0,1,222.33,11.4278,0,nan,nan,0,0.145,0.149,0.136938
165,veh5,veh6,10,2,0.8,432.94,11.4278,8.66535,-74.9817,21.9946,2,0.145,0.139,0.136938
165,veh5,veh7,10,4,0.6,186.534,11.4278,12.1896,-69.7192,11.8782,4,0.145,0.147,0.136938
165,veh5,veh1,10,1,0.9,270.288,11.4278,0,-69.9349,6.00551,1,0.145,0.137,0.136938
165,veh5,veh9,10,10,0,62.1053,11.4278,8.00959,-61.1246,15.4311,10,0.145,0.139,0.136938
165,veh5,veh11,10,3,0.7,564.092,11.4278,0,-77.0578,8.18594,3,0.145,0.124,0.136938
165,veh5,veh13,10,2,0.8,872.821,11.4278,9.23441,-78.8999,17.399,2,0.145,0.089,0.136938
165,veh5,veh17,10,7,0.3,86.2851,11.4278,7.84052,-62.1363,13.3698,7,0.145,0.148,0.136938
165,veh5,veh14,10,1,0.9,200.971,11.4278,12.3957,-70.4974,26.4789,1,0.145,0.144,0.136938
165,veh12,veh16,10,3,0.7,129.932,0,7.24194,-62.8676,14.3019,3,0.149,0.15,0.136938
165,veh12,veh15,10,0,1,297,0,7.65744,nan,nan,0,0.149,0.14,0.136938
165,veh12,veh18,10,0,1,815.476,0,4.27265,nan,nan,0,0.149,0.122,0.136938
165,veh12,veh10,10,0,1,449.676,0,8.98391,nan,nan,0,0.149,0.143,0.136938
165,veh12,veh2,10,8,0.2,138.862,0,8.29201,-66.9035,10.8632,8,0.149,0.14,0.136938
165,veh12,veh3,10,2,0.8,355.237,0,0,-74.6737,22.3026,2,0.149,0.135,0.136938
165,veh12,veh5,10,0,1,222.33,0,11.4278,nan,nan,0,0.149,0.145,0.136938
165,veh12,veh6,10,4,0.6,213.484,0,8.66535,-69.3888,7.33821,4,0.149,0.139,0.136938
165,veh12,veh7,10,2,0.8,269.902,0,12.1896,-69.1634,27.8129,2,0.149,0.147,0.136938
165,veh12,veh1,10,4,0.6,272.841,0,0,-70.7583,26.2179,4,0.149,0.137,0.136938
165,veh12,veh9,10,0,1,215.257,0,8.00959,nan,nan,0,0.149,0.139,0.136938
165,veh12,veh11,10,1,0.9,742.677,0,0,-79.2997,17.6765,1,0.149,0.124,0.136938
165,veh12,veh13,10,0,1,1085.51,0,9.23441,nan,nan,0,0.149,0.089,0.136938
165,veh12,veh17,10,1,0.9,308.596,0,7.84052,-77.2721,19.7042,1,0.149,0.148,0.136938
165,veh12,veh14,10,5,0.5,110.442,0,12.3957,-67.3423,10.0897,5,0.149,0.144,0.136938
165,veh6,veh16,10,5,0.5,306.994,8.66535,7.24194,-72.5068,24.4695,5,0.139,0.15,0.136938
165,veh6,veh15,10,1,0.9,506.932,8.66535,7.65744,-79.3976,17.5787,1,0.139,0.14,0.136938
165,veh6,veh18,10,2,0.8,1028.68,8.66535,4.27265,-77.6939,19.2824,2,0.139,0.122,0.136938
165,veh6,veh10,10,1,0.9,662.433,8.66535,8.98391,-71.681,25.2953,1,0.139,0.143,0.136938
165,veh6,veh2,10,7,0.3,75.3003,8.66535,8.29201,-62.1416,14.539,7,0.139,0.14,0.136938
165,veh6,veh3,10,0,1,529.633,8.66535,0,nan,nan,0,0.139,0.135,0.136938
165,veh6,veh5,10,1,0.9,432.94,8.66535,11.4278,-72.8062,24.17,1,0.139,0.145,0.136938
165,veh6,veh12,10,3,0.7,213.484,8.66535,0,-70.3657,26.6106,3,0.139,0.149,0.136938
165,veh6,veh7,10,1,0.9,426.896,8.66535,12.1896,-80.4843,16.4919,1,0.139,0.147,0.136938
165,veh6,veh1,10,0,1,378.72,8.66535,0,nan,nan,0,0.139,0.137,0.136938
165,veh6,veh9,10,0,1,428.59,8.66535,8.00959,nan,nan,0,0.139,0.139,0.136938
165,veh6,veh11,10,0,1,907.878,8.66535,0,nan,nan,0,0.139,0.124,0.136938
165,veh6,veh13,10,0,1,1298.89,8.66535,9.23441,nan,nan,0,0.139,0.089,0.136938
165,veh6,veh17,10,2,0.8,518.544,8.66535,7.84052,-74.5866,22.3897,2,0.139,0.148,0.136938
165,veh6,veh14,10,0,1,260.658,8.66535,12.3957,nan,nan,0,0.139,0.144,0.136938
165,veh7,veh16,10,7,0.3,339.611,12.1896,7.24194,-74.3276,22.6487,7,0.147,0.15,0.136938
165,veh7,veh15,10,7,0.3,207.75,12.1896,7.65744,-70.2818,26.6945,7,0.147,0.14,0.136938
165,veh7,veh18,10,3,0.7,687.958,12.1896,4.27265,-75.9688,21.0075,3,0.147,0.122,0.136938
165,veh7,veh10,10,4,0.6,401.899,12.1896,8.98391,-76.2387,20.7376,4,0.147,0.143,0.136938
165,veh7,veh2,10,5,0.5,360.436,12.1896,8.29201,-73.7199,23.2564,5,0.147,0.14,0.136938
165,veh7,veh3,10,8,0.2,107.683,12.1896,0,-67.3361,29.6402,8,0.147,0.135,0.136938
165,veh7,veh5,10,6,0.4,186.534,12.1896,11.4278,-70.6919,26.2843,6,0.147,0.145,0.136938
165,veh7,veh12,10,7,0.3,269.902,12.1896,0,-75.5052,21.4711,7,0.147,0.149,0.136938
165,veh7,veh6,10,5,0.5,426.896,12.1896,8.66535,-76.0193,20.9569,5,0.147,0.139,0.136938
165,veh7,veh1,10,7,0.3,103.759,12.1896,0,-64.5192,32.4571,7,0.147,0.137,0.136938
165,veh7,veh9,10,7,0.3,245.078,12.1896,8.00959,-73.546,23.4303,7,0.147,0.139,0.136938
165,veh7,veh11,10,6,0.4,482.122,12.1896,0,-75.9305,21.0458,6,0.147,0.124,0.136938
165,veh7,veh13,10,2,0.8,971.381,12.1896,9.23441,-79.351,17.6252,2,0.147,0.089,0.136938
165,veh7,veh17,10,8,0.2,214.137,12.1896,7.84052,-73.9241,23.0522,8,0.147,0.148,0.136938
165,veh7,veh14,10,6,0.4,171.615,12.1896,12.3957,-71.1631,25.8131,6,0.147,0.144,0.136938
165,veh1,veh16,10,6,0.4,374.276,0,7.24194,-76.5632,20.4131,6,0.137,0.15,0.136938
165,veh1,veh15,10,8,0.2,305.579,0,7.65744,-74.6897,22.2866,8,0.137,0.14,0.136938
165,veh1,veh18,10,3,0.7,790.545,0,4.27265,-77.9013,19.075,3,0.137,0.122,0.136938
165,veh1,veh10,10,3,0.7,501.628,0,8.98391,-76.098,20.8783,3,0.137,0.143,0.136938
165,veh1,veh2,10,8,0.2,323.388,0,8.29201,-75.8142,21.1621,8,0.137,0.14,0.136938
165,veh1,veh3,10,9,0.1,200.817,0,0,-72.1341,24.8422,9,0.137,0.135,0.136938
165,veh1,veh5,10,8,0.2,270.288,0,11.4278,-72.5832,24.3931,8,0.137,0.145,0.136938
165,veh1,veh12,10,7,0.3,272.841,0,0,-72.8951,24.0812,7,0.137,0.149,0.136938
165,veh1,veh6,10,7,0.3,378.72,0,8.66535,-73.3588,23.6175,7,0.137,0.139,0.136938
165,veh1,veh7,10,8,0.2,103.759,0,12.1896,-64.953,32.0232,8,0.137,0.147,0.136938
165,veh1,veh9,10,8,0.2,321.429,0,8.00959,-74.0221,22.9542,8,0.137,0.139,0.136938
165,veh1,veh11,10,6,0.4,539.083,0,0,-77.6561,19.3202,6,0.137,0.124,0.136938
165,veh1,veh13,10,3,0.7,1074.09,0,9.23441,-80.8276,16.1487,3,0.137,0.089,0.136938
165,veh1,veh17,10,9,0.1,313.158,0,7.84052,-73.2946,23.6816,9,0.137,0.148,0.136938
165,veh1,veh14,10,9,0.1,162.42,0,12.3957,-65.7733,31.203,9,0.137,0.144,0.136938
165,veh9,veh16,10,10,0,169.637,8.00959,7.24194,-70.9753,22.0308,10,0.139,0.15,0.136938
165,veh9,veh15,10,10,0,110.048,8.00959,7.65744,-66.8759,25.9435,10,0.139,0.14,0.136938
165,veh9,veh18,10,7,0.3,602.015,8.00959,4.27265,-76.8676,17.7987,7,0.139,0.122,0.136938
165,veh9,veh10,10,9,0.1,234.875,8.00959,8.98391,-69.7726,25.1366,9,0.139,0.143,0.136938
165,veh9,veh2,10,7,0.3,354.118,8.00959,8.29201,-73.2277,20.106,7,0.139,0.14,0.136938
165,veh9,veh3,10,7,0.3,262.106,8.00959,0,-69.4345,27.5418,7,0.139,0.135,0.136938
165,veh9,veh5,10,10,0,62.1053,8.00959,11.4278,-62.8308,29.2985,10,0.139,0.145,0.136938
165,veh9,veh12,10,9,0.1,215.257,8.00959,0,-72.8506,21.21,9,0.139,0.149,0.136938
165,veh9,veh6,10,9,0.1,428.59,8.00959,8.66535,-75.7134,18.7373,9,0.139,0.139,0.136938
165,veh9,veh7,10,8,0.2,245.078,8.00959,12.1896,-74.7951,22.1812,8,0.139,0.147,0.136938
165,veh9,veh1,10,7,0.3,321.429,8.00959,0,-72.0679,24.9083,7,0.139,0.137,0.136938
165,veh9,veh11,10,5,0.5,617.328,8.00959,0,-77.1956,15.4473,5,0.139,0.124,0.136938
165,veh9,veh13,10,4,0.6,870.3,8.00959,9.23441,-79.5351,17.4412,4,0.139,0.089,0.136938
165,veh9,veh17,10,10,0,119.413,8.00959,7.84052,-67.3243,25.0253,10,0.139,0.148,0.136938
165,veh9,veh14,10,9,0.1,225.297,8.00959,12.3957,-70.9076,21.8943,9,0.139,0.144,0.136938
165,veh11,veh16,10,1,0.9,774.367,0,7.24194,-77.7313,19.245,1,0.124,0.15,0.136938
165,veh11,veh15,10,2,0.8,509.767,0,7.65744,-78.4949,18.4814,2,0.124,0.14,0.136938
165,veh11,veh18,10,2,0.8,549.238,0,4.27265,-79.7849,17.1914,2,0.124,0.122,0.136938
165,veh11,veh10,10,2,0.8,569.61,0,8.98391,-77.2137,19.7626,2,0.124,0.143,0.136938
165,veh11,veh2,10,1,0.9,842.548,0,8.29201,-78.2266,18.7496,1,0.124,0.14,0.136938
165,veh11,veh3,10,2,0.8,387.44,0,0,-77.9984,18.9779,2,0.124,0.135,0.136938
165,veh11,veh5,10,2,0.8,564.092,0,11.4278,-78.458,18.5182,2,0.124,0.145,0.136938
165,veh11,veh12,10,0,1,742.677,0,0,nan,nan,0,0.124,0.149,0.136938
165,veh11,veh6,10,1,0.9,907.878,0,8.66535,-79.0378,17.9384,1,0.124,0.139,0.136938
165,veh11,veh7,10,2,0.8,482.122,0,12.1896,-75.2605,21.7158,2,0.124,0.147,0.136938
165,veh11,veh1,10,4,0.6,539.083,0,0,-75.6492,21.3271,4,0.124,0.137,0.136938
165,veh11,veh9,10,1,0.9,617.328,0,8.00959,-78.5791,18.3972,1,0.124,0.139,0.136938
165,veh11,veh13,10,3,0.7,783.826,0,9.23441,-78.216,14.3801,3,0.124,0.089,0.136938
165,veh11,veh17,10,2,0.8,502.615,0,7.84052,-76.4109,20.5654,2,0.124,0.148,0.136938
165,veh11,veh14,10,3,0.7,653.171,0,12.3957,-78.6085,18.3678,3,0.124,0.144,0.136938
165,veh13,veh16,10,3,0.7,1012.8,9.23441,7.24194,-79.9619,17.0144,3,0.089,0.15,0.136938
165,veh13,veh15,10,3,0.7,803.57,9.23441,7.65744,-79.0021,17.9742,3,0.089,0.14,0.136938
165,veh13,veh18,10,8,0.2,283.59,9.23441,4.27265,-72.1499,24.8264,8,0.089,0.122,0.136938
165,veh13,veh10,10,6,0.4,637.501,9.23441,8.98391,-76.995,19.9812,6,0.089,0.143,0.136938
165,veh13,veh2,10,2,0.8,1224.34,9.23441,8.29201,-79.8748,17.1015,2,0.089,0.14,0.136938
165,veh13,veh3,10,1,0.9,877.687,9.23441,0,-77.6203,19.3559,1,0.089,0.135,0.136938
165,veh13,veh5,10,3,0.7,872.821,9.23441,11.4278,-79.7213,17.2549,3,0.089,0.145,0.136938
165,veh13,veh12,10,2,0.8,1085.51,9.23441,0,-79.1725,17.8037,2,0.089,0.149,0.136938
165,veh13,veh6,10,1,0.9,1298.89,9.23441,8.66535,-81.6125,15.3638,1,0.089,0.139,0.136938
165,veh13,veh7,10,3,0.7,971.381,9.23441,12.1896,-80.0746,16.9017,3,0.089,0.147,0.136938
165,veh13,veh1,10,0,1,1074.09,9.23441,0,nan,nan,0,0.089,0.137,0.136938
165,veh13,veh9,10,3,0.7,870.3,9.23441,8.00959,-79.8672,17.1091,3,0.089,0.139,0.136938
165,veh13,veh11,10,1,0.9,783.826,9.23441,0,-78.5094,18.4669,1,0.089,0.124,0.136938
165,veh13,veh17,10,2,0.8,792.509,9.23441,7.84052,-77.2142,19.762,2,0.089,0.148,0.136938
165,veh13,veh14,10,1,0.9,1070.92,9.23441,12.3957,-81.2294,15.7469,1,0.089,0.144,0.136938
165,veh17,veh16,10,7,0.3,287.869,7.84052,7.24194,-74.348,22.6283,7,0.148,0.15,0.136938
165,veh17,veh15,10,10,0,11.6186,7.84052,7.65744,-50.1187,46.8576,10,0.148,0.14,0.136938
165,veh17,veh18,10,6,0.4,514.753,7.84052,4.27265,-78.2365,18.7397,6,0.148,0.122,0.136938
165,veh17,veh10,10,7,0.3,188.47,7.84052,8.98391,-68.9298,28.0465,7,0.148,0.143,0.136938
165,veh17,veh2,10,6,0.4,443.288,7.84052,8.29201,-75.6389,21.3373,6,0.148,0.14,0.136938
165,veh17,veh3,10,10,0,180.989,7.84052,0,-71.1892,25.7871,10,0.148,0.135,0.136938
165,veh17,veh5,10,10,0,86.2851,7.84052,11.4278,-66.5767,30.3996,10,0.148,0.145,0.136938
165,veh17,veh12,10,8,0.2,308.596,7.84052,0,-73.6513,23.325,8,0.148,0.149,0.136938
165,veh17,veh6,10,7,0.3,518.544,7.84052,8.66535,-76.4739,20.5024,7,0.148,0.139,0.136938
165,veh17,veh7,10,10,0,214.137,7.84052,12.1896,-73.5049,23.4714,10,0.148,0.147,0.136938
165,veh17,veh1,10,9,0.1,313.158,7.84052,0,-73.3524,23.6239,9,0.148,0.137,0.136938
165,veh17,veh9,10,9,0.1,119.413,7.84052,8.00959,-69.5537,27.4226,9,0.148,0.139,0.136938
165,veh17,veh11,10,6,0.4,502.615,7.84052,0,-76.5815,20.3948,6,0.148,0.124,0.136938
165,veh17,veh13,10,2,0.8,792.509,7.84052,9.23441,-79.9689,17.0073,2,0.148,0.089,0.136938
165,veh17,veh14,10,9,0.1,278.422,7.84052,12.3957,-72.3683,24.6079,9,0.148,0.144,0.136938
165,veh14,veh16,10,3,0.7,220.228,12.3957,7.24194,-68.8025,14.6448,3,0.144,0.15,0.136938
165,veh14,veh15,10,5,0.5,267.352,12.3957,7.65744,-70.7558,8.75929,5,0.144,0.14,0.136938
165,veh14,veh18,10,2,0.8,792.619,12.3957,4.27265,-80.2302,11.0503,2,0.144,0.122,0.136938
165,veh14,veh10,10,6,0.4,450.325,12.3957,8.98391,-73.6151,8.51965,6,0.144,0.143,0.136938
165,veh14,veh2,10,0,1,190.605,12.3957,8.29201,nan,nan,0,0.144,0.14,0.136938
165,veh14,veh3,10,7,0.3,269.897,12.3957,0,-71.434,12.119,7,0.144,0.135,0.136938
165,veh14,veh5,10,5,0.5,200.971,12.3957,11.4278,-66.8188,12.1971,5,0.144,0.145,0.136938
165,veh14,veh12,10,4,0.6,110.442,12.3957,0,-66.5045,7.06013,4,0.144,0.149,0.136938
165,veh14,veh6,10,0,1,260.658,12.3957,8.66535,nan,nan,0,0.144,0.139,0.136938
165,veh14,veh7,10,5,0.5,171.615,12.3957,12.1896,-70.1806,8.03153,5,0.144,0.147,0.136938
165,veh14,veh1,10,8,0.2,162.42,12.3957,0,-71.6707,9.0809,8,0.144,0.137,0.136938
165,veh14,veh9,10,5,0.5,225.297,12.3957,8.00959,-69.2755,13.6461,5,0.144,0.139,0.136938
165,veh14,veh11,10,3,0.7,653.171,12.3957,0,-76.0238,7.17066,3,0.144,0.124,0.136938
165,veh14,veh13,10,2,0.8,1070.92,12.3957,9.23441,-76.9791,13.584,2,0.144,0.089,0.136938
165,veh14,veh17,10,5,0.5,278.422,12.3957,7.84052,-72.9715,8.88952,5,0.144,0.148,0.136938
166,veh16,veh15,10,5,0.5,277.936,7.20176,7.61509,-76.0459,16.9081,5,0.143,0.138,0.135667
166,veh16,veh18,10,6,0.4,750.174,7.20176,6.30679,-78.335,18.6413,6,0.143,0.112,0.135667
166,veh16,veh10,10,2,0.8,379.692,7.20176,8.96239,-69.3736,19.3062,2,0.143,0.14,0.135667
166,veh16,veh2,10,5,0.5,256.088,7.20176,8.40655,-69.8992,25.3347,5,0.143,0.133,0.135667
166,veh16,veh3,10,2,0.8,394.758,7.20176,0,-71.797,25.1793,2,0.143,0.141,0.135667
166,veh16,veh12,10,5,0.5,134.752,7.20176,0,-65.287,31.6893,5,0.143,0.138,0.135667
166,veh16,veh6,10,6,0.4,321.597,7.20176,8.6155,-74.8791,21.8154,6,0.143,0.141,0.135667
166,veh16,veh7,10,2,0.8,340.257,7.20176,12.1822,-71.9098,25.0665,2,0.143,0.144,0.135667
166,veh16,veh1,10,8,0.2,375.415,7.20176,0,-73.5208,20.5757,8,0.143,0.137,0.135667
166,veh16,veh9,10,5,0.5,168.947,7.20176,8.72757,-67.7911,29.1852,5,0.143,0.153,0.135667
166,veh16,veh11,10,2,0.8,770.683,7.20176,0,-77.7444,19.2319,2,0.143,0.125,0.135667
166,veh16,veh13,10,1,0.9,996.847,7.20176,9.27846,-79.3713,17.605,1,0.143,0.093,0.135667
166,veh16,veh17,10,4,0.6,277.292,7.20176,7.78499,-75.4514,21.5248,4,0.143,0.148,0.135667
166,veh16,veh14,10,7,0.3,235.26,7.20176,13.6968,-70.1038,22.5882,7,0.143,0.149,0.135667
166,veh15,veh16,10,9,0.1,277.936,7.61509,7.20176,-74.1194,22.8569,9,0.138,0.143,0.135667
166,veh15,veh18,10,4,0.6,518.777,7.61509,6.30679,-78.0678,18.9085,4,0.138,0.112,0.135667
166,veh15,veh10,10,9,0.1,197.534,7.61509,8.96239,-70.1079,26.8684,9,0.138,0.14,0.135667
166,veh15,veh2,10,7,0.3,447.378,7.61509,8.40655,-74.7491,22.2272,7,0.138,0.133,0.135667
166,veh15,veh3,10,9,0.1,182.81,7.61509,0,-71.1601,25.8162,9,0.138,0.141,0.135667
166,veh15,veh12,10,8,0.2,304.215,7.61509,0,-73.4954,23.4809,8,0.138,0.138,0.135667
166,veh15,veh6,10,8,0.2,522.991,7.61509,8.6155,-76.0679,20.9084,8,0.138,0.141,0.135667
166,veh15,veh7,10,8,0.2,204.423,7.61509,12.1822,-71.4332,25.5431,8,0.138,0.144,0.135667
166,veh15,veh1,10,9,0.1,311.944,7.61509,0,-76.8077,20.1686,9,0.138,0.137,0.135667
166,veh15,veh9,10,10,0,109.124,7.61509,8.72757,-68.0791,28.8972,10,0.138,0.153,0.135667
166,veh15,veh11,10,8,0.2,506.886,7.61509,0,-78.1382,18.8381,8,0.138,0.125,0.135667
166,veh15,veh13,10,4,0.6,787.936,7.61509,9.27846,-79.6352,17.341,4,0.138,0.093,0.135667
166,veh15,veh17,10,10,0,5.31901,7.61509,7.78499,-41.9335,55.0428,10,0.138,0.148,0.135667
166,veh15,veh14,10,9,0.1,276.101,7.61509,13.6968,-73.6487,23.3276,9,0.138,0.149,0.135667
