run_id,scenario_id,ns3_seed,ns3_run,sumo_seed,propagation,window_start_s,window_end_s,src,dst,tx,rx_ok,per,dist_m,within_evaluation_radius,v_src_mps,v_dst_mps,rssi_dbm,snr_db,phy_n,cbr_tx,cbr_rx,cbr_global
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,5,6,veh0,veh1,5,0,1,776.079,0,8.07755,5.39491,nan,nan,0,0.01,0.01,0.00833333
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,5,6,veh1,veh0,5,0,1,776.079,0,5.39491,8.07755,nan,nan,0,0.01,0.01,0.00833333
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,6,7,veh0,veh1,5,0,1,765.666,0,8.05506,7.17043,nan,nan,0,0.01,0.01,0.00833333
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,6,7,veh1,veh0,5,0,1,765.666,0,7.17043,8.05506,nan,nan,0,0.01,0.01,0.00833333
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,7,8,veh0,veh1,5,0,1,754.488,0,8.0476,8.29838,nan,nan,0,0.01,0.01,0.00833333
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,7,8,veh1,veh0,5,0,1,754.488,0,8.29838,8.0476,nan,nan,0,0.01,0.01,0.00833333
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,8,9,veh0,veh1,5,0,1,743.253,0,8.06406,8.29682,nan,nan,0,0.01,0.01,0.00947222
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,8,9,veh1,veh0,5,0,1,743.253,0,8.29682,8.06406,nan,nan,0,0.01,0.01,0.00947222
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,8,9,veh2,veh3,4,4,0,266.898,1,6.3045,0,-75.2046,21.7717,4,0.009,0.00888889,0.00947222
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,8,9,veh3,veh2,4,4,0,266.898,1,0,6.3045,-75.2046,21.7717,4,0.00888889,0.009,0.00947222
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,9,10,veh0,veh1,5,0,1,732.187,0,8.03786,8.342,nan,nan,0,0.01,0.01,0.01
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,9,10,veh1,veh0,5,0,1,732.187,0,8.342,8.03786,nan,nan,0,0.01,0.01,0.01
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,9,10,veh2,veh3,5,5,0,264.88,1,6.7131,0,-75.1387,21.8376,5,0.01,0.01,0.01
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,9,10,veh3,veh2,5,5,0,264.88,1,0,6.7131,-75.1387,21.8376,5,0.01,0.01,0.01
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,10,11,veh0,veh1,5,0,1,721.413,0,8.04525,8.35266,nan,nan,0,0.011,0.011,0.0114
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,10,11,veh0,veh4,1,1,0,469.32,1,8.09755,0,-80.1071,16.8692,1,0.011,0.015,0.0114
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,10,11,veh1,veh0,5,0,1,721.413,0,8.35266,8.04525,nan,nan,0,0.011,0.011,0.0114
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,10,11,veh1,veh4,1,1,0,250.465,1,8.37996,0,-74.6527,22.3236,1,0.011,0.015,0.0114
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,10,11,veh2,veh3,5,5,0,263.449,1,2.67377,0,-75.0916,21.8846,5,0.01,0.01,0.0114
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,10,11,veh3,veh2,5,5,0,263.449,1,0,2.67377,-75.0916,21.8846,5,0.01,0.01,0.0114
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,10,11,veh4,veh0,1,1,0,469.32,1,0,8.09755,-80.1071,16.8692,1,0.015,0.011,0.0114
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,10,11,veh4,veh1,1,1,0,250.465,1,0,8.37996,-74.6527,22.3236,1,0.015,0.011,0.0114
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,11,12,veh0,veh1,5,0,1,710.961,0,8.03723,8.32649,nan,nan,0,0.015,0.015,0.013
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,11,12,veh0,veh4,5,5,0,465.063,1,8.03723,1.3823,-80.0278,16.9484,5,0.015,0.015,0.013
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,11,12,veh1,veh0,5,0,1,710.961,0,8.32649,8.03723,nan,nan,0,0.015,0.015,0.013
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,11,12,veh1,veh4,5,5,0,248.928,1,8.32649,1.3823,-74.5992,22.3771,5,0.015,0.015,0.013
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,11,12,veh2,veh3,5,5,0,263.219,1,0.000313968,1.17473,-75.084,21.8922,5,0.01,0.01,0.013
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,11,12,veh3,veh2,5,5,0,263.219,1,1.17473,0.000313968,-75.084,21.8922,5,0.01,0.01,0.013
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,11,12,veh4,veh0,5,5,0,465.063,1,1.3823,8.03723,-80.0278,16.9484,5,0.015,0.015,0.013
juelich_pilot_d30_r5_log_distance_s02_w1,juelich,12345,2,2,log-distance,11,12,veh4,veh1,5,5,0,248.928,1,1.3823,8.32649,-74.5992,22.3771,5,0.015,0.015,0.013
