target_density_vpkm2,iteration,period_s,mean_active_vehicles,achieved_density_vpkm2,error_pct,samples,seed,status
10.0,1,1.0,160.245,87.55502214637202,775.5502214637202,6000,1,candidate
10.0,2,2.5,59.2485,32.37232818271598,223.72328182715984,6000,1,candidate
10.0,3,6.25,24.825,13.563939123115764,35.63939123115764,6000,1,candidate
10.0,4,8.477461951947353,18.97533333333333,10.367785142967277,3.677851429672767,6000,1,accepted
30.0,1,1.0,160.245,87.55502214637202,191.85007382124007,6000,1,candidate
30.0,2,2.5,59.2485,32.37232818271598,7.907760609053274,6000,1,candidate
30.0,3,2.6976940152263316,54.650166666666664,29.85988051298276,-0.46706495672413695,6000,1,accepted
60.0,1,1.0,160.245,87.55502214637202,45.925036910620044,6000,1,candidate
60.0,2,1.4592503691062004,105.114,57.43242283936316,-4.279295267728061,6000,1,accepted
