path_loss_exponent,all_rows,evaluated_rows,tx_packets,rx_packets,packet_weighted_per,packet_delivery_ratio,mean_rssi_dbm,mean_snr_db,mean_cbr_global,phy_observed_rows,phy_coverage
1.8,141852,74430,148126,145258,0.019361894603243186,0.9806381053967568,-69.70396837173622,26.852453160634536,0.03433811100900174,72998,0.9807604460566975
2.0,141852,74430,148126,144858,0.02206229831359788,0.9779377016864021,-74.46961105525567,22.013140675502356,0.02697266084105871,72807,0.9781942765014108
2.5,141852,74430,148126,26382,0.8218948732835559,0.1781051267164441,-72.92885300059417,23.42934146836007,0.006191608300416499,13464,0.18089480048367593
