run_id,scenario_id,ns3_seed,ns3_run,sumo_seed,propagation,window_start_s,window_end_s,src,dst,tx,rx_ok,per,dist_m,within_evaluation_radius,v_src_mps,v_dst_mps,rssi_dbm,snr_db,phy_n,cbr_tx,cbr_rx,cbr_global
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,8,9,veh0,veh1,2,0,1,758.501,0,8.35028,0.496015,nan,nan,0,0.007,0.008,0.0075
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,8,9,veh1,veh0,2,0,1,758.501,0,0.496015,8.35028,nan,nan,0,0.008,0.007,0.0075
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,9,10,veh0,veh1,5,0,1,753.02,0,8.40896,2.04935,nan,nan,0,0.01,0.01,0.01
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,9,10,veh1,veh0,5,0,1,753.02,0,2.04935,8.40896,nan,nan,0,0.01,0.01,0.01
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,10,11,veh0,veh1,5,0,1,744.264,0,8.42,4.11425,nan,nan,0,0.01,0.01,0.01
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,10,11,veh1,veh0,5,0,1,744.264,0,4.11425,8.42,nan,nan,0,0.01,0.01,0.01
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,11,12,veh0,veh1,5,0,1,734.51,0,8.39595,6.09603,nan,nan,0,0.01,0.01,0.01
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,11,12,veh1,veh0,5,0,1,734.51,0,6.09603,8.39595,nan,nan,0,0.01,0.01,0.01
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,12,13,veh0,veh1,5,0,1,723.868,0,8.41277,7.67256,nan,nan,0,0.01,0.01,0.01
juelich_pilot_d10_r5_log_distance_s01_w1,juelich,12345,1,1,log-distance,12,13,veh1,veh0,5,0,1,723.868,0,7.67256,8.41277,nan,nan,0,0.01,0.01,0.01
